,stat_field,unique_value,count
8913,Operator,MCRAE OIL CO,1
8914,Operator,MCSHANE C R,2
8915,Operator,MCTISH OIL CO,1
8916,Operator,MEDALLION OIL,2
8917,Operator,MEDALLION PETROLEUM,2
8918,Operator,MEDALLION PRODUCTION,2
8919,Operator,MEDALLION PRODUCTION CO,1
8920,Operator,MEDDERS OIL,1
8921,Operator,MEDDERS OIL CYRUS FROST,1
8922,Operator,MEDICINE BOW OIL,23
8923,Operator,MEDICINE BOW OIL CO,35
8924,Operator,MEDICINE BOW OPERATING,3
8925,Operator,MEGADON ENERGY,1
8926,Operator,MEGADON ENTERPRISES,1
8927,Operator,MEGRA OIL,3
8928,Operator,MEGRA OIL CO,2
8929,Operator,MEL COLLIER,1
8930,Operator,MELLON CREEK OPERATING,1
8931,Operator,MELLON CREEK OPERATING CO,1
8932,Operator,MENDOTA-GREENBRIER OIL CO,1
8933,Operator,MENLO CORP,1
8934,Operator,MENLO CORPORATION,1
8935,Operator,MERCER EXPLORATION,1
8936,Operator,MERCURY PETROLEUM,1
8937,Operator,MERIDIAN OIL,11
8938,Operator,"MERIDIAN OIL , INC.",1
8939,Operator,MERIDIAN OIL CO,1
8940,Operator,MERIDIAN OIL CO.,4
8941,Operator,MERIDIAN OIL COMPANY,1
8942,Operator,MERIDIAN OIL INC,9
8943,Operator,MERIDIAN OIL INC./MILESTONE,2
8944,Operator,"MERIDIAN OIL, INC.",5
8945,Operator,MERIDIAN OIL/MILESTONE,6
8946,Operator,MERIDIAN OIL; MILESTONE,1
8947,Operator,MERIT ENERGY,3
8948,Operator,MERIT ENERGY CO,1
8949,Operator,MERIT ENERGY COMPANY,1
8950,Operator,MERLAND OIL & GAS,14
8951,Operator,MERLAND OIL; OCELOT OIL,1
8952,Operator,MERLAND RESOURCES,4
8953,Operator,MERRIO & JULANDER,1
8954,Operator,MERRION & BAYLESS,3
8955,Operator,MERRION OIL & GAS,1
8956,Operator,MERRION OIL & GAS/GRACE PETR.,1
8957,Operator,MERRION OIL & GAS/GRACE PETRO.,1
8958,Operator,MESA,4
8959,Operator,MESA - GENERAL-CRUDE,1
8960,Operator,MESA PET,6
8961,Operator,MESA PETR,5
8962,Operator,MESA PETR CO,1
8963,Operator,MESA PETRO,1
8964,Operator,MESA PETROLEU,1
8965,Operator,MESA PETROLEUM,57
8966,Operator,MESA PETROLEUM CO,16
8967,Operator,MESMER & NICKLESON,1
8968,Operator,MFG OIL,1
8969,Operator,MGF OIL,3
8970,Operator,MGF OIL CORP.,2
8971,Operator,MGF OIL CORPORATION,1
8972,Operator,MIAMI,23
8973,Operator,MIAMI ET AL,1
8974,Operator,MIAMI OIL,15
8975,Operator,MIAMI OIL CO,2
8976,Operator,MIAMI OIL ET AL,1
8977,Operator,MIAMI OIL PROD,5
8978,Operator,MIAMI OIL PRODUCERS,45
8979,Operator,MIAMI OIL PRODUCERS INC,2
8980,Operator,MIAMI OIL PRODUCTS,1
8981,Operator,MIAMI PET,2
8982,Operator,MIAMI PETR,36
8983,Operator,MIAMI PETR INC,1
8984,Operator,MIAMI PETRO,4
8985,Operator,MIAMI PETROLEUM,11
8986,Operator,MIAMI PROD,1
8987,Operator,MIAMI PRODO CORP,1
8988,Operator,MIAMI-GALLAWAY,1
8989,Operator,MICH WIS PIPE LINE,1
8990,Operator,MICH WIS PIPELINE,1
8991,Operator,MICH WIS PIPELINE CO,1
8992,Operator,MICH WIS PIPELINE CO ET AL,1
8993,Operator,MICH WISC PIPE LINE,4
8994,Operator,MICH WISC PIPELINE,27
8995,Operator,MICH WISCONSIN PIPELINE,1
8996,Operator,MICH-WIS PIPELINE,1
8997,Operator,MICH-WISC PIPELINE,1
8998,Operator,MICH-WISC PIPLINE,1
8999,Operator,MICHAEL WEBSTER ET AL,1
9000,Operator,MICHEL T HALBOUNTY,1
9001,Operator,MICHEL T HALBOUTY,1
9002,Operator,MICHIGAN WISCONSIN,3
9003,Operator,MICHIGAN WISCONSIN PIP LINE,1
9004,Operator,MICHIGAN WISCONSIN PIPE LINE,2
9005,Operator,MICHIGAN WISCONSIN PIPELINE,27
9006,Operator,MICHIGAN WISCONSON,1
9007,Operator,MICHIGAN-WISCONSIN,5
9008,Operator,MICHIGAN-WISCONSIN PIPE LINE,1
9009,Operator,MICHIGAN-WISCONSIN PIPELINE,11
9010,Operator,MICHIGAN-WISCONSON PIPELINE,1
9011,Operator,MICKI-CALIF,1
9012,Operator,MID ALAMO,1
9013,Operator,MID AMERICA MINERALS,1
9014,Operator,MID AMERICA MINVIALS,1
9015,Operator,MID AMERICAN,4
9016,Operator,MID CONTIENENT PETR,1
9017,Operator,MID CONTINENT & W B SINCLAIR,1
9018,Operator,MID CONTINENT OIL,1
9019,Operator,MID CONTINENT PETR CO,1
9020,Operator,MID-AM MINERALS,1
9021,Operator,MID-AMER-J G LADMER,1
9022,Operator,MID-AMERICA DRILLING,1
9023,Operator,MID-AMERICA MINERALS,1
9024,Operator,MID-AMERICAN,2
9025,Operator,MID-AMERICAN DRLG,2
9026,Operator,MID-AMERICAN GOODALL,2
9027,Operator,MID-AMERICAN MINERALS,1
9028,Operator,MID-AMERICAN OIL,1
9029,Operator,MID-AMERICAN; A A SEELIGSON,1
9030,Operator,MID-AMERICAN; GOODALL,1
9031,Operator,MID-CONTINENT,1
9032,Operator,MID-CONTINENT O'DONNELL&EDMONSON,1
9033,Operator,MID-CONTINENT OIL,2
9034,Operator,MID-CONTINENT OIL & GAS,1
9035,Operator,MIDLAND,2
9036,Operator,MIDLAND EXPL,2
9037,Operator,MIDLAND EXPLORATION,2
9038,Operator,MIDLAND GAS CORP,4
9039,Operator,MIDLAND GAS CORPORATION,1
9040,Operator,MIDLAND OIL,6
9041,Operator,MIDLAND OIL CO,3
9042,Operator,MIDLANDS GAS,4
9043,Operator,MIDLANDS GAS CORP,2
9044,Operator,MIDLANDS GAS CORPORATION,1
9045,Operator,MIDROC,5
9046,Operator,MIDROC OIL,16
9047,Operator,MIDROC OIL ANSCHUTZ OIL,2
9048,Operator,MIDROC OIL ARROWHEAD EXPLORATION,1
9049,Operator,MIDROC OIL COMPANY,2
9050,Operator,MIDROC OIL CORPORATION,2
9051,Operator,MIDROC OIL: H VAUGHN WATKINS JR,1
9052,Operator,MIDROC OIL; PAN AMERICAN PETROLEUM,1
9053,Operator,MIDROC OIL; SAM GARY,1
9054,Operator,MIDWEST,45
9055,Operator,MIDWEST EXPL,2
9056,Operator,MIDWEST OIL,78
9057,Operator,MIDWEST OIL & BALDERSON,1
9058,Operator,MIDWEST OIL & GAS,1
9059,Operator,MIDWEST OIL & YALE LEWIS,1
9060,Operator,MIDWEST OIL AND ALLISON DRILLING,1
9061,Operator,MIDWEST OIL CO,12
9062,Operator,MIDWEST OIL COMPANY,4
9063,Operator,MIDWEST OIL CORP,25
9064,Operator,MIDWEST OIL CORP- BALDERSON-DENVER,1
9065,Operator,MIDWEST OIL GULF OIL,1
9066,Operator,MIDWEST OIL JERRY CHAMBERS,1
9067,Operator,MIDWEST OIL MOUNTAIN VALLEY OIL,1
9068,Operator,MIDWEST OIL PROD LTD,49
9069,Operator,MIDWEST OIL PROP LTD,1
9070,Operator,MIDWEST OIL TOM JORDAN,1
9071,Operator,MIDWEST OIL-KEWANEE OIL,1
9072,Operator,MIDWEST OIL-TOM JORDAN,1
9073,Operator,MIDWEST PETR,1
9074,Operator,MIDWEST PETROLEUM,1
9075,Operator,MIDWEST PLBG & HTG CO,1
9076,Operator,MIDWEST-MOUNTAIN VALLEY,1
9077,Operator,MIKE DAVIS,2
9078,Operator,MIKE EDWARD DAVIS,1
9079,Operator,MILAN AYERS,1
9080,Operator,MILES JACKSON,23
9081,Operator,MILES JACKSON-H L BAKER,1
9082,Operator,MILES JACKSON-HARVEY BAKER,1
9083,Operator,MILESTONE PET INC,1
9084,Operator,MILESTONE PETR./MERIDIAN OIL,2
9085,Operator,MILESTONE PETROLEUM,44
9086,Operator,MILESTONE PETROLEUM/MERIDIAN,1
9087,Operator,MILL CREEK WYO,1
9088,Operator,MILLER & KNIGHT,1
9089,Operator,MILLER & WALKER,1
9090,Operator,MILLER DYER & CO,1
9091,Operator,MILLER J R DRLG,1
9092,Operator,MILLER-CHRISTENSEN,5
9093,Operator,MILLER-CHRISTENSEN OIL & GAS,1
9094,Operator,MILLER-SHELLY,1
9095,Operator,MILLER-TAYLOR,1
9096,Operator,MILO B SIEGEL,1
9097,Operator,MILTON KUHLEMAN,2
9098,Operator,MIMI CORP,1
9099,Operator,MIMI CORP (AM LIBERTY),1
9100,Operator,MIMI CORPORATION,1
9101,Operator,MINATOME CORPORATION,6
9102,Operator,MINERAL SYSTEMS INC,4
9103,Operator,MINERALS MANAGEMENT,3
9104,Operator,MINERALS MANAGEMENT CO,1
9105,Operator,MINN-WISC VENTURES,1
9106,Operator,MINOT,1
9107,Operator,MINOT PARTNERSHIP,1
9108,Operator,MINTECH CORP,1
9109,Operator,MIRACLE & FIFER,12
9110,Operator,MIRACLE & FIFER DRLG,1
9111,Operator,MIRACLE & FIFER LEE SWEDLUND,1
9112,Operator,MIRACLE & WOOSTER,1
9113,Operator,MIRACLE - FIFER,1
9114,Operator,MIRACLE DRLG,1
9115,Operator,MIRACLE FIFER,3
9116,Operator,MIRACLE FIFER DLRG,1
9117,Operator,MIRACLE FIFER DRLG,2
9118,Operator,MIRACLE-FIFER,5
9119,Operator,MIRACLE-FIFER DRILLING,3
9120,Operator,MIRACLE-FIFER DRLG,5
9121,Operator,MIRACLE-FIFER DRLG & INDIAN EXPL,1
9122,Operator,MIRACLE-FIFER DRLG CO,1
9123,Operator,MIRACLE-FIFER DRLG MCELROY RANCH,1
9124,Operator,MIRACLE-FIFER DRLG-GIBRALTER OIL,1
9125,Operator,MIRACLE-FIFER DRLG; MCELROY RANCH,1
9126,Operator,MIRICLE & WOOSTER,1
9127,Operator,MISSION OIL,1
9128,Operator,MISSION PETR CO,1
9129,Operator,MISSION RIDGE ENTERPRISES,2
9130,Operator,MISSISSIPPI RIVER FUEL,4
9131,Operator,MISSISSIPPI RIVER FUEL & MCELROY,1
9132,Operator,MISSISSIPPI RIVER FUEL CO,1
9133,Operator,MISSISSIPPI RIVER FUEL CORP,1
9134,Operator,MISSISSIPPI RIVER FUEL; MCELROY RANCH,2
9135,Operator,MISSOURI GEOL SURVEY,7
9136,Operator,MITCHELL,2
9137,Operator,MITCHELL ENERGY,110
9138,Operator,MITCHELL ENERGY & DEVELOPMENT,18
9139,Operator,MITCHELL ENERGY CO,1
9140,Operator,MITCHELL ENERGY COMPANY,1
9141,Operator,MITCHELL ENERGY CORP,14
9142,Operator,MITCHELL ENERGY CORP.,6
9143,Operator,MITCHELL OIL,3
9144,Operator,"MITCHELL, RONALD & G",1
9145,Operator,MKM EXPL ETAL,1
9146,Operator,MKM EXPLORATION,13
9147,Operator,MKM OIL,5
9148,Operator,MKM-EXPL-DOW & MCHOGH,1
9149,Operator,MOBIL,32
9150,Operator,MOBIL  F,1
9151,Operator,MOBIL EXPL. & PROD.,1
9152,Operator,MOBIL MIDWEST OIL,1
9153,Operator,MOBIL OIL,261
9154,Operator,MOBIL OIL    F,1
9155,Operator,MOBIL OIL ARROWHEAD EXPL BRIT AMER,2
9156,Operator,MOBIL OIL CO,29
9157,Operator,MOBIL OIL CO.,4
9158,Operator,MOBIL OIL COMPANY,2
9159,Operator,MOBIL OIL CORP,5
9160,Operator,MOBIL OIL CORP.,4
9161,Operator,MOBIL OIL CORP./AMBEREX,1
9162,Operator,MOBIL OIL CORPORATION,5
9163,Operator,MOBIL OIL E M DAVIS ET AL,1
9164,Operator,MOBIL OIL GENERAL PETROLEUM,1
9165,Operator,MOBIL OIL/AMBEREX,4
9166,Operator,MOBIL OIL/AMOCO PROD.,1
9167,Operator,MOBIL OIL/PHILLIPS,3
9168,Operator,MOBIL OIL/PHILLIPS PETR.,2
9169,Operator,MOBIL OIL/PHILLIPS PETROLEUM,2
9170,Operator,MOBIL OIL/SUPERIOR,2
9171,Operator,MOBIL OIL/SUPERIOR OIL,3
9172,Operator,MOBIL OIL; AMBEREX,4
9173,Operator,MOBIL PROD,1
9174,Operator,MOBIL PROD MIDWEST OIL,2
9175,Operator,MOBIL PROD-MIDWEST OIL,1
9176,Operator,MOBIL PRODUCING,21
9177,Operator,MOBIL PRODUCING & MIDWEST OIL,1
9178,Operator,MOBIL PRODUCING CO,7
9179,Operator,MOBIL PRODUCING CO.,1
9180,Operator,MOBIL PRODUCING MIDWEST OIL,1
9181,Operator,MOBIL PRODUCING-MIDWEST OIL,1
9182,Operator,MOBIL-GC CORP,1
9183,Operator,MOBIL-GC CORPORATION,1
9184,Operator,MOBIL-SOCAL/PHILLIPS PETR.,1
9185,Operator,MOBIL/PHILLIPS,1
9186,Operator,MOBIL/PHILLIPS PETR.,2
9187,Operator,MOBILE OIL,3
9188,Operator,MOBILE OIL  F,1
9189,Operator,MOBILE OIL CO,3
9190,Operator,MOCBACHER PRODUCTION,1
9191,Operator,MODERN MINERALS,1
9192,Operator,MOHAWK PETR,2
9193,Operator,MOHAWK PETROLEUM,4
9194,Operator,MOLE OPERATING,2
9195,Operator,MOLEN-CONOCO,2
9196,Operator,MOLINO/PHILLIPS PETRO,2
9197,Operator,MOLLOHAN,1
9198,Operator,MOLYCORP,1
9199,Operator,MON-O CO,1
9200,Operator,MON-OIL INC,1
9201,Operator,MON-OIL INC.,2
9202,Operator,MON-OIL LTD.,1
9203,Operator,MONADA PETROLEUM & ASSOC,1
9204,Operator,MONAHAN REX,1
9205,Operator,MONAHAN-WYTEX,1
9206,Operator,MONARCH PETROLEUM,1
9207,Operator,MONCRIEF,1
9208,Operator,MONCRIEF OIL,6
9209,Operator,MONCRIEF OIL CO.,2
9210,Operator,MONCRIEF W A & SONS,7
9211,Operator,MONCRIEF WA,1
9212,Operator,MONCRIEF WA & SONS,1
9213,Operator,MONCRIEF-CHAMPLIN,1
9214,Operator,MONOCO,3
9215,Operator,MONOCO OIL,1
9216,Operator,MONOHAN & WYTEX SERVICE,1
9217,Operator,MONOLITH PORTLAND MIDWEST CO,1
9218,Operator,MONONGAHELA,1
9219,Operator,MONORE CO,1
9220,Operator,MONROE MARKS,1
9221,Operator,MONSANTO,94
9222,Operator,MONSANTO CHEMICAL,21
9223,Operator,MONSANTO CHEMICAL CO,1
9224,Operator,MONSANTO CO,8
9225,Operator,MONSANTO CO.,2
9226,Operator,MONSANTO COMPANY,57
9227,Operator,MONSANTO CORPORATION,1
9228,Operator,MONSANTO OIL,51
9229,Operator,MONSANTO OIL CO,5
9230,Operator,MONSANTO OIL CO.,1
9231,Operator,MONSANTO OIL COMPANY,3
9232,Operator,MONSANTO PRODUCTION,1
9233,Operator,MONSANTO-PILGRIM,1
9234,Operator,MONSANTO-SUN,2
9235,Operator,MONSNATO CHEMICAL,1
9236,Operator,MONT BUREAU OF MINES,7
9237,Operator,MONT DAK UTILITIES,9
9238,Operator,MONT ROUGE INC,2
9239,Operator,MONTALBAN,11
9240,Operator,MONTALBAN OIL,2
9241,Operator,MONTALBAN OILS,5
9242,Operator,MONTANA - DAKOTA (WBIP),1
9243,Operator,MONTANA DAKOTA UTIL,3
9244,Operator,MONTANA DAKOTA UTILITIES,21
9245,Operator,MONTANA OIL DRLG SYNDICATE,1
9246,Operator,MONTANA POWER,44
9247,Operator,MONTANA POWER CO,11
9248,Operator,MONTANA POWER COMPANY,3
9249,Operator,MONTANA POWER-H D HADLEY,1
9250,Operator,MONTANA-CANADIAN,1
9251,Operator,MONTANA-DAKOTA,1
9252,Operator,MONTANA-DAKOTA (WBIP),1
9253,Operator,MONTANA-DAKOTA UTILITIES,13
9254,Operator,MONTEREY EXPLORATION,1
9255,Operator,MONTERREY PETROLEUM,7
9256,Operator,MONTEX DRILLING,4
9257,Operator,MOORE & GILMORE,3
9258,Operator,MOORE & GILMORE ET AL,1
9259,Operator,MOORE MCCORMACK ENERGH,1
9260,Operator,MOORE MOORE AND MILLER,1
9261,Operator,MORAN BROS,4
9262,Operator,MORAN EXPLORATION,4
9263,Operator,MORBACHER & PRUET OIL,1
9264,Operator,MORGAN & EDWARDS,1
9265,Operator,MORGAN & RICHARDS,1
9266,Operator,MORGAN BRAS,1
9267,Operator,MORGAN OIL,13
9268,Operator,MORGAN OIL ET AL,2
9269,Operator,MORGAN-FLYNN-COBB,1
9270,Operator,MORINE,1
9271,Operator,MORINE/EXETER,1
9272,Operator,MOROCCO,1
9273,Operator,MORRIS AGLE,1
9274,Operator,MORRIS ANTWEIL,3
9275,Operator,MORRIS FOX,1
9276,Operator,MORRIS FOY,1
9277,Operator,MORRIS MITZELL,1
9278,Operator,MORRIS MIZEL,2
9279,Operator,MORRIS OIL CO,1
9280,Operator,MORTON,1
9281,Operator,MORTON & CAPERTON,2
9282,Operator,MORTON & SHEPPARD,1
9283,Operator,MORTON BROTHERS,1
9284,Operator,"MORTON BROTHERS, INC.",1
9285,Operator,MORTON DRILLING,1
9286,Operator,MORTON DRILLING CO,1
9287,Operator,MORTON OIL,7
9288,Operator,MORTON SHEPHARD & CAPERTON,1
9289,Operator,MORTON SHEPHERD & CAPERTON,2
9290,Operator,MORTON-AMERADA,3
9291,Operator,MORTON-REASER-CAPERTON,1
9292,Operator,MORTON-SHEPARD-CAPERTON,1
9293,Operator,MORY OHREL PROD,1
9294,Operator,MOSBACHER & PRUET,4
9295,Operator,MOSBACHER & PRUET-GULF,1
9296,Operator,MOSBACHER PROD CO,4
9297,Operator,MOSBACHER PROD-PRUET OIL,1
9298,Operator,MOSBACHER PROD.-PRUET OIL,2
9299,Operator,MOSBACHER PRODUCTION,44
9300,Operator,MOSBACHER-PRUET,12
9301,Operator,MOSBACHER-PRUET OIL,5
9302,Operator,MOSBACKER PRODUCTION,1
9303,Operator,MOSS WILLIAM,1
9304,Operator,MOTEX OIL,1
9305,Operator,MOUND CO,2
9306,Operator,MOUNT PEALE CORP,1
9307,Operator,MOUNTAIN FUEL,51
9308,Operator,MOUNTAIN FUEL CO,2
9309,Operator,MOUNTAIN FUEL SUPPLY,395
9310,Operator,MOUNTAIN FUEL SUPPLY & UPRR,1
9311,Operator,MOUNTAIN FUEL SUPPLY CO,9
9312,Operator,MOUNTAIN FUEL SUPPLY INTER-AM PETR,1
9313,Operator,MOUNTAIN FUEL-WEXPRO,1
9314,Operator,MOUNTAIN MINERALS,31
9315,Operator,MOUNTAIN MINERALS ET AL,1
9316,Operator,MOUNTAIN MINERALS WESTERN PETR,1
9317,Operator,MOUNTAIN MINERALS WESTERNS PET,1
9318,Operator,MOUNTAIN MINERALS WESTRANS PET,2
9319,Operator,MOUNTAIN MINERALS WESTRANS PETR,2
9320,Operator,MOUNTAIN MINERALS WESTRANS PETRO,3
9321,Operator,MOUNTAIN MINERALS WESTRANS PETROLEUM,1
9322,Operator,MOUNTAIN MINERALS-WESTRANS,1
9323,Operator,MOUNTAIN PET,1
9324,Operator,MOUNTAIN PET & PETROLERO CORP,1
9325,Operator,MOUNTAIN PETR,2
9326,Operator,MOUNTAIN PETRO LTD,1
9327,Operator,MOUNTAIN PETROLEUM,8
9328,Operator,MOUNTAIN PETROLEUM LTD,1
9329,Operator,MOUNTAIN STATE,2
9330,Operator,MOUNTAIN STATE DRILLING,1
9331,Operator,MOUNTAIN STATE DRLG-CONTINENTAL,1
9332,Operator,MOUNTAIN STATES,1
9333,Operator,MOUNTAIN STATES DRILLING,3
9334,Operator,MOUNTAIN STATES DRLG J E MANNING,1
9335,Operator,MOUNTAIN STATES EXPL.,1
9336,Operator,MOUNTAIN STATES RESOURCES,11
9337,Operator,"MOUNTAIN STATES RESOURCES,LTD.",1
9338,Operator,MOUNTAIN SUPPLY,1
9339,Operator,MOUNTAIN VALLEY,1
9340,Operator,MOUNTAIN VALLEY OIL,8
9341,Operator,MOUNTAIN VALLY OIL,1
9342,Operator,MOUNTAIN VIEW OIL,1
9343,Operator,MOUNTAIN WEST/KISSINGER EXPL.,2
9344,Operator,MOUNTAINS WEST/KISSINGER EXPL,1
9345,Operator,MOUNTFORT-WEBB OIL CO,1
9346,Operator,MOUSER DRILLING,1
9347,Operator,MRA,24
9348,Operator,MRS JAMES R DOUGHERTY,1
9349,Operator,MRT EXPLORATION,3
9350,Operator,MRT. EXP.,1
9351,Operator,MT CARMEL DRLG-ALLISON DRLG,1
9352,Operator,MT CARMEL DRLGS ALLISON DRLG,1
9353,Operator,MT FUEL SUPPLY CO,1
9354,Operator,MT VALLEY OIL,1
9355,Operator,MTN FUEL & SUPPLY,1
9356,Operator,MTN FUEL SUPPLY,70
9357,Operator,MTN FUEL SUPPLY CO,3
9358,Operator,MTN PETRO CORP,1
9359,Operator,MTN STATES DRLG,1
9360,Operator,MTN STATES RESOURCES,1
9361,Operator,MTN VALLEY OIL,1
9362,Operator,MTN. FUEL SUPPLY/TERRA RES.,1
9363,Operator,MUCORP ENERGY,1
9364,Operator,MULE CREEK,56
9365,Operator,MULE CREEK  OIL,1
9366,Operator,MULE CREEK OIL,64
9367,Operator,MULE CREEK OIL & ATLANTIC,1
9368,Operator,MULE CREEK OIL CO,1
9369,Operator,MULE CREEK OIL; NPRR,1
9370,Operator,MULE CREEK-CARDINAL,2
9371,Operator,MULE CREEK-FARMERS UNION,1
9372,Operator,MULL DREG CO,1
9373,Operator,MULL DRILLING,38
9374,Operator,MULL DRILLING CO,3
9375,Operator,MULL DRILLING CO.,7
9376,Operator,MULL DRILLING COMPANY,3
9377,Operator,MULL DRLG,8
9378,Operator,MULL DRLG CO,2
9379,Operator,MULL DRLG CO INC,2
9380,Operator,MULL DRLG INC,1
9381,Operator,MULLINNIX ASSOCIATION,1
9382,Operator,MULTI MINERALS,1
9383,Operator,MULTI-UNIT OIL,1
9384,Operator,MUNDELL & BOOS,1
9385,Operator,MUNN OIL & GAS,1
9386,Operator,MUREIN DRLG & BERMAN,1
9387,Operator,MUREX PETRO CO,1
9388,Operator,MUREX PETRO CORP,6
9389,Operator,MURFIN,2
9390,Operator,MURFIN & SUTTON,11
9391,Operator,MURFIN & SUTTON CENTER EXPL,1
9392,Operator,MURFIN & SUTTON DRLG,2
9393,Operator,MURFIN DRILLING,46
9394,Operator,MURFIN DRILLING CO,1
9395,Operator,MURFIN DRILLING CO.,1
9396,Operator,MURFIN DRILLING PETAN CO RISCO OIL,1
9397,Operator,MURFIN DRLG,18
9398,Operator,MURFIN DRLG & F RAYMOND,1
9399,Operator,MURFIN DRLG & JACK G LADMER,1
9400,Operator,MURFIN DRLG & PLACID OIL,1
9401,Operator,MURFIN DRLG CO,5
9402,Operator,MURFIN DRLG-BALLARD & CORDELL,1
9403,Operator,MURFIN DRLG-HARRISON,1
9404,Operator,MURFIN OIL,1
9405,Operator,MURFIN OIL COMPANY,1
9406,Operator,MURFIN OREG,1
9407,Operator,MURFIN SUTTON,1
9408,Operator,MURFIN-SAM HARRISON,1
9409,Operator,MURPHY,24
9410,Operator,MURPHY CORP,26
9411,Operator,MURPHY CORP & ASHLAND OIL & REF,1
9412,Operator,MURPHY CORP & ASHLAND REFG,1
9413,Operator,MURPHY CORP ARGO OIL,1
9414,Operator,MURPHY CORP ASHLAND OIL,1
9415,Operator,MURPHY CORP ASHLAND OIL & RED,1
9416,Operator,MURPHY CORP ASHLAND OIL & REFG,1
9417,Operator,MURPHY CORP-PETAN CO-RISCO OIL,1
9418,Operator,MURPHY CORP.,2
9419,Operator,MURPHY CORPORATION,1
9420,Operator,MURPHY CORPORATION WILL HEWIT,1
9421,Operator,MURPHY ET AL,1
9422,Operator,MURPHY MINERALS,2
9423,Operator,MURPHY OIL,27
9424,Operator,MURPHY OIL ARROWHEAD EXPL,1
9425,Operator,MURPHY OIL CO,1
9426,Operator,MURPHY OIL CO OF OKLA,1
9427,Operator,MURPHY OIL CORP,121
9428,Operator,MURPHY OIL OF OKLA ET AL,1
9429,Operator,MURPHY OIL OF OKLAHOMA,9
9430,Operator,MURPHY OIL/ERICKSON,1
9431,Operator,MURPHY-CAYMAN,4
9432,Operator,MURPHY-ROUNDS,1
9433,Operator,MURRAY ET AL,1
9434,Operator,MURRAY MONSON,1
9435,Operator,MURRAY-STENEHJEM,1
9436,Operator,MUSGROVE,1
9437,Operator,MUSH CREEK WYO OIL,1
9438,Operator,MUSTANG CREEK EXPL,1
9439,Operator,MUSTANG OIL,2
9440,Operator,MUSTANG PRODUCTION CO.,1
9441,Operator,MUTUAL OIL,1
9442,Operator,MUTUAL OIL CO OF KANSAS,1
9443,Operator,MUTUAL UNION OF CALIFORNIA,1
9444,Operator,MWJ PRODUCING,3
9445,Operator,MWJ PRODUCTIN,1
9446,Operator,MYCO INDUSTRIES,1
9447,Operator,N A EXPL-TESORO,1
9448,Operator,N B C-CARDINAL-MCLAUGHLIN,1
9449,Operator,N B HUNT,3
9450,Operator,N B LOUNDAGIN,1
9451,Operator,N C R A,7
9452,Operator,N L KOIN,3
9453,Operator,N NATURAL GAS PRODUCING CO,1
9454,Operator,N P R R,1
9455,Operator,N R M PETROLEUM,5
9456,Operator,N W EDMUND,1
9457,Operator,N W P C,1
9458,Operator,N W PRODUCTION,2
9459,Operator,N. AMERICAN TECH CO.,1
9460,Operator,N. C. R. A.,1
9461,Operator,N.B.HUNT,1
9462,Operator,N.C.R.A.,6
9463,Operator,N.C.R.A. & HUSKY OIL,1
9464,Operator,N.G.C./PHILLIPS PETROLEUM,1
9465,Operator,NABRASKA DRILLERS,1
9466,Operator,NADEL & GUSSMAN,11
9467,Operator,NANCE PETROLEUM,3
9468,Operator,NARURAL GAS CORP. OF CALIF,1
9469,Operator,NASSAU RESOURCES,2
9470,Operator,NASSEAU RESOURCES IN,7
9471,Operator,NAT ASSOC PET,1
9472,Operator,NAT ASSOC PET CO,1
9473,Operator,NAT ASSOC PETR,1
9474,Operator,NAT COOP REF ASSN,1
9475,Operator,NAT COOP RFG ASSOC; BRITISH AMER,1
9476,Operator,NAT'L ASSOC PET,1
9477,Operator,NAT'L ASSOC PETR,1
9478,Operator,NAT'L COOP REFINERY,1
9479,Operator,NAT'L COOP RFY ASSO,1
9480,Operator,NAT'L CORP REFINING ASSOC-LEBEN DRILL,1
9481,Operator,NAT'L-COOPERATIVE REFG ETAL,1
9482,Operator,NAT. GAS CORP. OF CALIF.,3
9483,Operator,NATIONAL,2
9484,Operator,NATIONAL & ASSOC PETRO,1
9485,Operator,NATIONAL ASSO PETR,1
9486,Operator,NATIONAL ASSOC,3
9487,Operator,NATIONAL ASSOC PET,1
9488,Operator,NATIONAL ASSOC PETR,4
9489,Operator,NATIONAL ASSOC PETROLEUM,2
9490,Operator,NATIONAL ASSOCATION,1
9491,Operator,NATIONAL ASSOCIATE,1
9492,Operator,NATIONAL ASSOCIATED PET,2
9493,Operator,NATIONAL ASSOCIATED PETR,3
9494,Operator,NATIONAL ASSOCIATED PETRO,1
9495,Operator,NATIONAL ASSOCIATION,1
9496,Operator,NATIONAL ASST PETR,2
9497,Operator,NATIONAL BULK CARRIERS,4
9498,Operator,NATIONAL CO-OPERATIVE REFINING,1
9499,Operator,NATIONAL COOP REF,1
9500,Operator,NATIONAL COOP REF ASSOC,5
9501,Operator,NATIONAL COOP REF PETR ASSOC INC,1
9502,Operator,NATIONAL COOP REFG,1
9503,Operator,NATIONAL COOP REFINERY,1
9504,Operator,NATIONAL COOP REFINERY ASSOC,1
9505,Operator,NATIONAL COOP REFINING,1
9506,Operator,NATIONAL COOP REFINING ASSN.,1
9507,Operator,NATIONAL COOP REFINING ASSOC,7
9508,Operator,NATIONAL COOP REFINING ET AL,1
9509,Operator,NATIONAL COOP RFG ASSC,1
9510,Operator,NATIONAL COOP RFG ASSOC,2
9511,Operator,NATIONAL COOP RFG ASSOCIATION,1
